,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
1510,L5G54OTSGM,29.0,15729.0,121406.0,417.0,18.0,1.0,22.45,60.0,0.6,Bachelor's,Self-employed,Married,No,No,Education,No,1.0
1517,56ZETVU74T,23.0,64408.0,103350.0,500.0,22.0,3.0,20.39,12.0,0.85,Bachelor's,Self-employed,Married,No,No,Education,No,1.0
1520,7D4592WHZF,51.0,104765.0,138086.0,507.0,10.0,3.0,7.66,24.0,0.1,High School,Self-employed,Divorced,Yes,Yes,Auto,No,1.0
1523,QMUN4A0VS5,24.0,52667.0,163008.0,622.0,94.0,4.0,21.86,60.0,0.38,Bachelor's,Unemployed,Single,No,No,Education,No,1.0
1524,LHXUVXVA4M,27.0,130504.0,226547.0,513.0,104.0,3.0,14.72,48.0,0.75,Master's,Full-time,Single,Yes,Yes,Home,Yes,1.0
1528,O56UFUB3O6,38.0,62454.0,39658.0,411.0,55.0,3.0,8.6,60.0,0.81,Master's,Unemployed,Divorced,No,No,Other,No,1.0
1529,CIAT86G796,45.0,92532.0,129754.0,350.0,28.0,4.0,2.26,36.0,0.75,Bachelor's,Full-time,Single,No,Yes,Business,Yes,1.0
1552,G19F3U08D4,22.0,80209.0,221444.0,361.0,1.0,3.0,20.08,60.0,0.81,PhD,Self-employed,Single,Yes,No,Home,No,1.0
1568,G6P42HFR5P,26.0,113475.0,138733.0,596.0,79.0,3.0,14.22,24.0,0.27,Bachelor's,Part-time,Single,Yes,Yes,Other,Yes,1.0
1569,2OHT6U9JHM,26.0,62303.0,211360.0,736.0,102.0,2.0,4.98,48.0,0.47,High School,Part-time,Single,Yes,No,Education,Yes,1.0
1602,KRCACMUFL0,25.0,146565.0,162844.0,324.0,22.0,2.0,19.9,24.0,0.72,Master's,Unemployed,Divorced,Yes,No,Auto,No,1.0
1605,158YHP7WBT,34.0,30523.0,147667.0,472.0,114.0,4.0,7.35,60.0,0.9,PhD,Full-time,Divorced,Yes,No,Auto,Yes,1.0
1606,DMT9PXNU6B,40.0,49925.0,74086.0,548.0,12.0,4.0,23.62,48.0,0.39,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,1.0
1616,1DOX169XAX,43.0,114716.0,99867.0,755.0,4.0,4.0,23.62,24.0,0.14,Bachelor's,Part-time,Married,No,Yes,Business,No,1.0
1622,GDC9JTTLJ8,27.0,30255.0,231252.0,531.0,42.0,2.0,5.47,36.0,0.54,PhD,Full-time,Married,No,Yes,Other,Yes,1.0
1629,HD9ZH6NU73,39.0,31183.0,112184.0,703.0,107.0,2.0,21.2,24.0,0.84,Bachelor's,Self-employed,Married,No,No,Auto,Yes,1.0
1632,ED38FVWY7Q,32.0,81902.0,169084.0,743.0,70.0,3.0,20.58,36.0,0.75,Bachelor's,Unemployed,Single,No,No,Home,Yes,1.0
1634,H2ZR8UAOZL,26.0,16828.0,180465.0,506.0,98.0,3.0,23.04,60.0,0.73,High School,Part-time,Single,No,No,Other,No,1.0
1647,3MWONQHYNV,35.0,94815.0,130069.0,418.0,0.0,4.0,13.03,36.0,0.79,Bachelor's,Unemployed,Single,No,No,Home,Yes,1.0
1651,02530P92JZ,31.0,32788.0,92658.0,397.0,72.0,3.0,22.0,12.0,0.33,PhD,Unemployed,Single,Yes,Yes,Home,No,1.0
1658,BKKC241LEP,20.0,127063.0,153729.0,304.0,15.0,1.0,22.43,24.0,0.32,PhD,Unemployed,Divorced,Yes,No,Business,Yes,1.0
1662,LND3KFGQEY,43.0,78349.0,67730.0,391.0,77.0,3.0,23.94,24.0,0.89,High School,Part-time,Divorced,No,Yes,Auto,No,1.0
1668,LBCJTG41AW,21.0,41540.0,243397.0,777.0,29.0,2.0,10.86,60.0,0.49,High School,Self-employed,Divorced,Yes,No,Business,Yes,1.0
1673,I3PG3EKU0T,35.0,110334.0,82024.0,542.0,33.0,2.0,14.38,48.0,0.61,Master's,Full-time,Divorced,No,No,Auto,Yes,1.0
1674,XKXARPZMG9,50.0,44158.0,233285.0,832.0,73.0,4.0,14.7,48.0,0.29,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,Yes,1.0
1676,2OVCOLPECK,62.0,80074.0,128899.0,835.0,27.0,1.0,16.04,60.0,0.39,Master's,Self-employed,Single,Yes,No,Home,No,1.0
1685,C1MKWSQDT2,30.0,50375.0,202879.0,308.0,57.0,3.0,10.53,48.0,0.31,Master's,Part-time,Married,Yes,Yes,Education,Yes,1.0
1701,OOFOPLFQ50,47.0,74978.0,196012.0,445.0,104.0,3.0,17.63,36.0,0.78,Bachelor's,Part-time,Single,No,Yes,Auto,No,1.0
1706,RYM68L7KXE,18.0,23994.0,181103.0,688.0,4.0,1.0,21.26,12.0,0.39,High School,Part-time,Divorced,Yes,Yes,Business,Yes,1.0
1709,KOCV4X0JST,20.0,116841.0,110201.0,606.0,38.0,2.0,20.52,48.0,0.72,Master's,Unemployed,Single,No,No,Education,No,1.0
1711,Y2N5A8XTW4,31.0,99993.0,92575.0,808.0,88.0,3.0,20.39,36.0,0.86,Master's,Unemployed,Single,No,No,Home,Yes,1.0
1719,HBXAGFI6ZT,18.0,21472.0,227904.0,680.0,41.0,1.0,13.94,24.0,0.16,PhD,Part-time,Married,No,Yes,Auto,Yes,1.0
1726,QOQCVZ2VJA,21.0,102130.0,114675.0,594.0,31.0,1.0,20.32,60.0,0.35,High School,Self-employed,Divorced,Yes,Yes,Auto,No,1.0
1728,GUZ3IX4WPE,54.0,19994.0,149647.0,325.0,80.0,4.0,14.68,48.0,0.88,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,1.0
1739,5NJXGE4JQJ,24.0,28202.0,56376.0,629.0,44.0,3.0,22.95,12.0,0.65,High School,Full-time,Divorced,No,Yes,Other,Yes,1.0
1741,W4HNE8XVXK,21.0,60616.0,215199.0,786.0,11.0,4.0,14.25,36.0,0.29,PhD,Full-time,Single,No,Yes,Home,No,1.0
1778,7VSK5GTPO3,26.0,24044.0,162775.0,839.0,119.0,4.0,3.34,12.0,0.7,Bachelor's,Self-employed,Single,Yes,No,Education,No,1.0
1791,UV1CIERJ3T,51.0,15929.0,226940.0,616.0,27.0,3.0,12.84,24.0,0.45,High School,Unemployed,Married,Yes,No,Home,No,1.0
1795,C64EFFNIGI,32.0,39658.0,238520.0,733.0,23.0,3.0,6.52,12.0,0.69,High School,Part-time,Married,No,No,Other,No,1.0
1798,0M0CDB47CC,22.0,26541.0,23230.0,760.0,69.0,1.0,23.34,36.0,0.54,High School,Full-time,Married,No,No,Business,Yes,1.0
1810,2CS05B7DAN,54.0,65624.0,230269.0,659.0,15.0,4.0,19.55,12.0,0.54,High School,Self-employed,Single,No,No,Business,No,1.0
1812,AQLXR7NWR9,30.0,27428.0,240278.0,494.0,16.0,1.0,24.03,48.0,0.6,High School,Unemployed,Divorced,Yes,Yes,Auto,Yes,1.0
1825,5P125YZSA8,51.0,15201.0,38136.0,331.0,64.0,2.0,3.94,48.0,0.4,Bachelor's,Full-time,Single,No,No,Other,Yes,1.0
1830,PBZVXPJCZL,50.0,53608.0,198523.0,556.0,3.0,1.0,7.05,48.0,0.7,Bachelor's,Part-time,Single,No,No,Home,No,1.0
1852,2064QBC6U3,68.0,20711.0,231764.0,343.0,30.0,2.0,13.79,48.0,0.32,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,1.0
1862,V0WHEFZG80,35.0,142854.0,221979.0,708.0,88.0,2.0,24.95,48.0,0.42,Master's,Unemployed,Divorced,Yes,No,Business,No,1.0
1888,I2LTPRA9PW,24.0,93473.0,24829.0,590.0,2.0,2.0,11.06,60.0,0.36,High School,Part-time,Single,No,No,Business,Yes,1.0
1895,MCSWHFNSUK,47.0,45993.0,98674.0,434.0,34.0,4.0,8.69,12.0,0.7,PhD,Self-employed,Single,Yes,No,Home,No,1.0
1899,XOBDEFJ2GG,21.0,26255.0,81879.0,485.0,55.0,2.0,13.33,12.0,0.78,Bachelor's,Self-employed,Divorced,No,No,Home,Yes,1.0
1911,NVASHGMQJ6,18.0,71177.0,105908.0,846.0,2.0,2.0,20.2,24.0,0.56,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,1.0
1912,TQIJPZEMH7,39.0,42837.0,114995.0,580.0,25.0,1.0,24.41,60.0,0.85,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1.0
1923,UCBBTBW5SC,29.0,15809.0,185525.0,781.0,46.0,2.0,23.18,60.0,0.28,PhD,Part-time,Single,No,No,Home,Yes,1.0
1924,1NNUKNHSQN,24.0,149716.0,155111.0,455.0,27.0,1.0,23.04,12.0,0.25,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,1.0
1936,PJE13HWMKI,51.0,38611.0,181606.0,328.0,6.0,1.0,18.78,60.0,0.31,Master's,Full-time,Divorced,No,No,Business,No,1.0
1945,M5MDQGCP13,56.0,44550.0,65529.0,687.0,10.0,2.0,19.17,24.0,0.61,High School,Part-time,Married,No,No,Auto,No,1.0
1949,7CGS4B9M3C,28.0,63654.0,29511.0,702.0,25.0,1.0,12.01,60.0,0.29,High School,Unemployed,Single,Yes,Yes,Other,Yes,1.0
1962,V1918TKZ0J,45.0,15563.0,230463.0,633.0,84.0,3.0,19.88,24.0,0.27,High School,Unemployed,Married,Yes,No,Education,No,1.0
1968,276SFBODW1,37.0,31303.0,11228.0,469.0,51.0,3.0,10.33,60.0,0.77,Master's,Full-time,Married,No,No,Other,Yes,1.0
1970,T4XHM52QEH,36.0,137086.0,105847.0,511.0,14.0,1.0,5.98,24.0,0.7,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,1.0
1972,HHRLQHG7B7,20.0,90986.0,233901.0,824.0,107.0,3.0,17.38,24.0,0.41,Bachelor's,Self-employed,Single,No,No,Auto,No,1.0
1975,4O2JHX0LJ3,32.0,58078.0,109312.0,312.0,2.0,3.0,19.23,12.0,0.15,High School,Part-time,Single,Yes,No,Auto,No,1.0
1985,G4KHQPOCQD,33.0,112699.0,113532.0,705.0,59.0,3.0,23.55,48.0,0.14,Master's,Unemployed,Divorced,Yes,Yes,Auto,Yes,1.0
1986,U8NPBEOYZN,44.0,144458.0,127452.0,642.0,94.0,3.0,24.84,48.0,0.19,Bachelor's,Full-time,Married,No,Yes,Education,No,1.0
1997,QM5E2KBYVM,69.0,17120.0,176950.0,597.0,25.0,1.0,22.88,48.0,0.19,High School,Part-time,Married,Yes,No,Other,No,1.0
1998,8R83M3QJDF,24.0,99944.0,45213.0,655.0,96.0,2.0,16.28,36.0,0.5,Bachelor's,Unemployed,Married,No,No,Business,No,1.0
2009,WAB3E92FGA,31.0,97858.0,67081.0,688.0,70.0,2.0,11.07,12.0,0.25,High School,Self-employed,Single,Yes,Yes,Education,Yes,1.0
2010,1NMBA45LL3,24.0,108926.0,85425.0,594.0,56.0,4.0,17.72,48.0,0.42,Bachelor's,Full-time,Divorced,No,Yes,Other,No,1.0
2014,1TSGLZJP2C,53.0,147252.0,248390.0,369.0,86.0,4.0,21.38,48.0,0.61,Master's,Unemployed,Single,No,No,Other,Yes,1.0
2020,FRE73TIEX4,41.0,131571.0,140923.0,629.0,51.0,3.0,23.87,24.0,0.66,PhD,Unemployed,Married,No,No,Home,Yes,1.0
2025,1YXTTWFWV0,25.0,32833.0,133974.0,494.0,95.0,4.0,21.75,36.0,0.48,Master's,Unemployed,Married,No,No,Education,No,1.0
2026,HMWWBPR9GB,38.0,141507.0,6479.0,668.0,53.0,3.0,11.1,60.0,0.14,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1.0
2027,HWT3JA6S82,35.0,101848.0,176626.0,380.0,11.0,2.0,10.06,12.0,0.89,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1.0
2029,5UEPWJJEYW,35.0,53675.0,200017.0,597.0,25.0,2.0,22.62,24.0,0.53,Master's,Full-time,Married,Yes,Yes,Auto,No,1.0
2035,NENMNH5FED,28.0,144225.0,191737.0,459.0,30.0,2.0,16.97,24.0,0.62,High School,Full-time,Divorced,Yes,Yes,Other,Yes,1.0
2061,80CQQLR5FQ,50.0,53387.0,174556.0,325.0,7.0,3.0,23.29,12.0,0.4,Master's,Part-time,Married,No,Yes,Home,No,1.0
2074,DLVTASBCRR,19.0,74523.0,126171.0,407.0,63.0,3.0,12.67,24.0,0.82,Bachelor's,Self-employed,Single,Yes,No,Business,Yes,1.0
2089,NZIIOTM16K,26.0,56417.0,88234.0,316.0,2.0,1.0,14.51,48.0,0.86,High School,Self-employed,Married,No,No,Auto,No,1.0
2104,CNFKQ6X81R,24.0,144181.0,111779.0,565.0,22.0,3.0,8.82,12.0,0.22,High School,Part-time,Married,Yes,No,Business,Yes,1.0
2112,YKLNPGVJFC,20.0,45786.0,46596.0,415.0,71.0,4.0,16.03,36.0,0.61,Bachelor's,Full-time,Married,No,Yes,Education,No,1.0
2129,LN3HZNLXN4,25.0,31223.0,202299.0,428.0,75.0,4.0,23.22,24.0,0.17,Bachelor's,Full-time,Divorced,No,No,Home,No,1.0
2133,XPC07IS147,61.0,133642.0,58803.0,319.0,4.0,3.0,19.37,12.0,0.89,Master's,Full-time,Divorced,Yes,No,Business,Yes,1.0
2144,9PHDJJ08VT,27.0,60172.0,194415.0,692.0,102.0,1.0,21.58,12.0,0.16,Bachelor's,Unemployed,Single,No,No,Education,No,1.0
2154,W9GTMEFM91,38.0,115307.0,82049.0,591.0,60.0,1.0,7.81,12.0,0.86,PhD,Unemployed,Single,No,No,Auto,No,1.0
2163,JVSSDRAVAG,41.0,68292.0,106386.0,391.0,24.0,4.0,3.4,60.0,0.7,Master's,Unemployed,Single,No,Yes,Business,No,1.0
2169,FTY13TUM9O,53.0,28256.0,71741.0,546.0,4.0,4.0,11.8,24.0,0.82,Master's,Full-time,Married,Yes,No,Other,No,1.0
2181,U1O6NQ0I8F,29.0,24144.0,114568.0,514.0,101.0,4.0,17.69,60.0,0.26,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes,1.0
2199,VQLNRP673V,31.0,78877.0,230441.0,319.0,16.0,3.0,12.87,36.0,0.71,Master's,Self-employed,Single,No,Yes,Other,No,1.0
2205,NPIUDTUL94,58.0,123222.0,84216.0,575.0,72.0,4.0,23.96,12.0,0.78,Bachelor's,Self-employed,Single,No,No,Business,No,1.0
2207,CWYKFG9LZM,31.0,99908.0,181902.0,682.0,119.0,2.0,14.43,24.0,0.47,High School,Full-time,Married,Yes,No,Business,No,1.0
2217,5OGVBP1ZS1,19.0,102313.0,239909.0,473.0,43.0,3.0,7.08,12.0,0.12,High School,Full-time,Single,Yes,Yes,Education,Yes,1.0
2220,EDKSPN0BCH,22.0,80625.0,165139.0,377.0,54.0,3.0,14.01,24.0,0.22,Bachelor's,Full-time,Married,No,No,Home,Yes,1.0
2227,LY6XP3RYVA,64.0,76427.0,154858.0,421.0,2.0,4.0,21.11,60.0,0.88,PhD,Unemployed,Single,No,Yes,Business,No,1.0
2231,FJ8WKGM9LX,20.0,135635.0,171577.0,681.0,96.0,4.0,19.38,12.0,0.88,Master's,Unemployed,Single,Yes,Yes,Education,No,1.0
2236,9LE4C2UZ15,27.0,92537.0,136895.0,607.0,94.0,2.0,23.01,48.0,0.36,Master's,Unemployed,Single,Yes,No,Other,No,1.0
2238,K5SWNYS0I9,47.0,33764.0,203871.0,667.0,75.0,2.0,8.95,24.0,0.61,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,1.0
2240,ST3MC3AWJ5,18.0,87089.0,103322.0,695.0,52.0,2.0,18.1,60.0,0.89,Bachelor's,Self-employed,Single,No,Yes,Home,No,1.0
2261,JXVSV26JDP,23.0,101768.0,13245.0,400.0,28.0,3.0,24.52,48.0,0.4,Bachelor's,Full-time,Single,No,No,Other,No,1.0
2267,3HQ1QHLVOL,26.0,67186.0,103982.0,706.0,92.0,2.0,20.8,36.0,0.78,High School,Self-employed,Married,No,Yes,Education,Yes,1.0
2268,7A1MYSO9WY,54.0,17833.0,235308.0,468.0,34.0,4.0,10.73,24.0,0.11,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,1.0
2270,IMZFMA1BKI,43.0,146767.0,121995.0,630.0,103.0,4.0,22.66,48.0,0.18,High School,Unemployed,Single,Yes,No,Education,No,1.0
2300,Q65D463BFS,40.0,20785.0,173659.0,792.0,81.0,4.0,22.01,24.0,0.56,PhD,Unemployed,Married,Yes,No,Business,No,1.0
2314,5037QI0JMJ,22.0,21701.0,176651.0,343.0,6.0,2.0,20.37,60.0,0.49,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,No,1.0
2320,3A53NBZXQV,43.0,44831.0,60763.0,395.0,26.0,1.0,20.78,24.0,0.54,Master's,Part-time,Married,Yes,Yes,Auto,No,1.0
2332,J8K36L8LM8,29.0,139360.0,129000.0,824.0,71.0,3.0,22.47,36.0,0.19,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,1.0
2333,A2ZQGGYOS2,44.0,117154.0,243651.0,558.0,28.0,2.0,23.2,36.0,0.43,Bachelor's,Part-time,Single,No,No,Business,No,1.0
2339,XD5MBQIB9Y,18.0,71633.0,248704.0,451.0,11.0,2.0,3.37,36.0,0.13,High School,Unemployed,Divorced,No,No,Business,Yes,1.0
2351,B8X2O3Y9MT,23.0,90286.0,165298.0,792.0,83.0,2.0,20.89,36.0,0.57,PhD,Full-time,Single,No,Yes,Education,No,1.0
2357,TLR0VT05LI,30.0,127333.0,60956.0,754.0,76.0,2.0,17.56,60.0,0.84,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,1.0
2371,HPW12FRZT1,51.0,26846.0,204234.0,628.0,43.0,3.0,3.76,24.0,0.53,Bachelor's,Part-time,Married,Yes,No,Education,No,1.0
2372,EYKEWNABUI,35.0,16344.0,166771.0,436.0,85.0,1.0,14.91,48.0,0.89,High School,Full-time,Single,Yes,No,Other,Yes,1.0
2373,P03EUC19LY,30.0,129875.0,173135.0,504.0,28.0,4.0,12.88,60.0,0.88,High School,Unemployed,Single,Yes,No,Other,Yes,1.0
2379,89LRI0ZON0,18.0,140190.0,176856.0,734.0,9.0,2.0,20.31,60.0,0.86,PhD,Part-time,Divorced,No,Yes,Auto,No,1.0
2386,8SEPN7U7YK,29.0,98186.0,216578.0,818.0,115.0,2.0,6.73,36.0,0.81,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,1.0
2406,U3OECOOEGB,27.0,128855.0,23537.0,424.0,6.0,3.0,21.2,48.0,0.62,High School,Unemployed,Divorced,Yes,Yes,Home,Yes,1.0
2410,F8G8R51X0J,20.0,92491.0,148929.0,849.0,47.0,2.0,8.59,12.0,0.12,PhD,Self-employed,Married,Yes,No,Education,No,1.0
2417,Y5HRAHQ2S6,45.0,106274.0,223325.0,505.0,88.0,2.0,10.04,60.0,0.22,PhD,Full-time,Divorced,Yes,No,Other,Yes,1.0
2422,1RNORLTORZ,22.0,85869.0,28735.0,381.0,72.0,1.0,21.7,48.0,0.44,High School,Full-time,Divorced,Yes,Yes,Other,Yes,1.0
2428,A6JUWYV8IT,53.0,16436.0,124946.0,814.0,90.0,3.0,23.07,24.0,0.52,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No,1.0
2432,OLM1SSAZ6U,40.0,51149.0,164915.0,545.0,71.0,1.0,14.4,12.0,0.75,Master's,Self-employed,Married,Yes,No,Auto,No,1.0
2440,G50MPRQVAB,40.0,108283.0,240568.0,633.0,4.0,3.0,22.73,24.0,0.4,PhD,Full-time,Single,No,Yes,Business,No,1.0
2448,N4EP31L5FH,68.0,144725.0,8590.0,693.0,54.0,2.0,22.83,60.0,0.88,Bachelor's,Part-time,Married,No,Yes,Other,Yes,1.0
2458,OJUH87ONYJ,65.0,15038.0,197023.0,302.0,42.0,1.0,17.08,48.0,0.82,High School,Unemployed,Divorced,Yes,Yes,Education,Yes,1.0
2462,3ZTBKFNLVO,46.0,68648.0,34904.0,764.0,59.0,4.0,22.6,60.0,0.14,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,1.0
2472,QQWLVIPE5Y,19.0,91178.0,157425.0,463.0,32.0,4.0,13.82,24.0,0.16,High School,Self-employed,Single,Yes,Yes,Business,No,1.0
2473,ZPTQZZ7U8K,66.0,135442.0,34328.0,535.0,21.0,1.0,14.26,24.0,0.24,High School,Full-time,Divorced,No,No,Business,No,1.0
2487,6NFABVZMZI,24.0,31953.0,244671.0,351.0,33.0,1.0,19.27,24.0,0.17,Master's,Part-time,Married,No,No,Other,No,1.0
2503,J6N9NKSFCA,39.0,75156.0,17526.0,498.0,19.0,2.0,19.53,60.0,0.28,High School,Part-time,Divorced,No,No,Home,Yes,1.0
2505,I2Z4JMDAZL,26.0,53976.0,77007.0,587.0,21.0,1.0,15.15,24.0,0.53,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No,1.0
2521,184IL8KVTG,41.0,148394.0,97548.0,375.0,76.0,1.0,9.95,12.0,0.3,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,1.0
2523,NS3U98ZRQQ,53.0,23675.0,104239.0,372.0,39.0,4.0,13.65,24.0,0.24,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,1.0
2525,P3QZ089POF,27.0,44166.0,51200.0,331.0,27.0,4.0,22.76,48.0,0.29,High School,Part-time,Single,Yes,Yes,Home,No,1.0
2528,TXQSW8WBIL,36.0,104339.0,234151.0,570.0,106.0,4.0,8.85,48.0,0.75,High School,Part-time,Divorced,Yes,Yes,Education,No,1.0
2530,LROWYUQYFA,27.0,148423.0,204193.0,510.0,29.0,2.0,23.68,24.0,0.87,Master's,Unemployed,Divorced,No,No,Business,No,1.0
2534,64ZXUU1EZO,64.0,91578.0,140853.0,807.0,40.0,2.0,7.13,48.0,0.31,High School,Self-employed,Married,Yes,No,Other,Yes,1.0
2541,WD4O0KXTF4,34.0,25077.0,96193.0,724.0,59.0,4.0,15.9,60.0,0.41,PhD,Part-time,Married,Yes,Yes,Education,No,1.0
2551,3HOQCVU4ER,27.0,39737.0,151871.0,411.0,81.0,2.0,20.29,12.0,0.65,Master's,Full-time,Married,No,Yes,Auto,Yes,1.0
2554,I2BGCH3442,30.0,118263.0,109233.0,403.0,19.0,1.0,8.56,24.0,0.32,High School,Part-time,Divorced,Yes,No,Other,Yes,1.0
2555,DYJDZO241W,42.0,55884.0,37192.0,713.0,118.0,1.0,9.92,36.0,0.37,High School,Part-time,Single,No,Yes,Business,No,1.0
2556,SU92D3UXFQ,19.0,80594.0,168072.0,333.0,97.0,2.0,3.32,24.0,0.43,PhD,Unemployed,Single,Yes,No,Home,Yes,1.0
2557,0PLQNEX80R,52.0,68720.0,10367.0,329.0,2.0,4.0,10.41,36.0,0.72,High School,Part-time,Divorced,No,No,Other,No,1.0
2560,19N7HWN553,35.0,72426.0,54968.0,391.0,8.0,4.0,18.02,24.0,0.19,PhD,Unemployed,Divorced,No,No,Business,Yes,1.0
2561,CIS1M4Q4DN,20.0,118332.0,211028.0,300.0,6.0,3.0,15.46,36.0,0.74,High School,Part-time,Single,No,No,Education,Yes,1.0
2565,U0NXSH9K9J,66.0,130412.0,201499.0,823.0,2.0,4.0,23.15,12.0,0.78,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1.0
2571,AUQSC9MMMV,21.0,130319.0,86836.0,440.0,34.0,2.0,16.65,48.0,0.82,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,1.0
2572,8W7YK6LMT2,43.0,78663.0,29736.0,379.0,3.0,3.0,10.73,24.0,0.17,High School,Part-time,Single,Yes,Yes,Home,Yes,1.0
2576,X507HBUSXL,56.0,25442.0,118892.0,300.0,7.0,4.0,22.63,60.0,0.67,Master's,Full-time,Married,No,No,Other,Yes,1.0
2585,P1V3CBZE2A,26.0,149585.0,15557.0,727.0,30.0,1.0,4.8,36.0,0.28,Master's,Unemployed,Single,No,No,Business,No,1.0
2587,R5TPLFMRND,50.0,138846.0,249184.0,486.0,56.0,4.0,16.13,12.0,0.38,High School,Unemployed,Single,No,Yes,Other,Yes,1.0
2588,GGXQTNHG0D,23.0,41657.0,248802.0,507.0,72.0,2.0,10.68,36.0,0.14,Bachelor's,Self-employed,Single,Yes,No,Education,No,1.0
2595,DAL3OGX2J2,22.0,111977.0,196194.0,414.0,39.0,4.0,7.86,36.0,0.59,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,1.0
2602,GRQ7CTBL5L,25.0,66626.0,93774.0,405.0,64.0,2.0,18.81,12.0,0.67,High School,Unemployed,Single,Yes,Yes,Education,Yes,1.0
2604,BIRYGH95BK,20.0,128918.0,14678.0,463.0,72.0,1.0,18.15,60.0,0.71,Master's,Full-time,Divorced,No,No,Auto,No,1.0
2608,P30GJ0AQ0N,23.0,36382.0,98906.0,405.0,89.0,1.0,22.11,60.0,0.37,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1.0
2620,3S4NKBIOFE,25.0,63841.0,57710.0,552.0,45.0,2.0,8.71,48.0,0.74,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,1.0
2621,X2Y77KI7ML,39.0,143899.0,119503.0,317.0,91.0,2.0,22.48,60.0,0.66,Master's,Part-time,Divorced,No,No,Education,Yes,1.0
2624,YFX5QE7WI9,22.0,72442.0,120849.0,484.0,35.0,1.0,21.1,60.0,0.81,PhD,Unemployed,Married,No,No,Education,No,1.0
2633,A5BYWFRJ5B,29.0,19475.0,223488.0,321.0,27.0,2.0,21.98,48.0,0.31,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,1.0
2640,1ERAMJL2ZU,33.0,91101.0,163529.0,420.0,71.0,1.0,15.73,60.0,0.58,Bachelor's,Part-time,Single,No,No,Education,No,1.0
2654,HQX8S3XMW5,37.0,62121.0,6487.0,365.0,29.0,1.0,18.12,12.0,0.43,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,1.0
2678,A3MVHVJ7XZ,26.0,18071.0,240455.0,521.0,111.0,3.0,16.0,12.0,0.86,PhD,Part-time,Single,Yes,Yes,Education,Yes,1.0
2681,5C2XER61ZL,20.0,94389.0,213790.0,595.0,21.0,4.0,10.07,48.0,0.21,Master's,Part-time,Married,Yes,Yes,Other,No,1.0
2687,15WGSV84RC,23.0,16210.0,173954.0,327.0,78.0,1.0,22.51,60.0,0.81,High School,Part-time,Divorced,No,No,Other,No,1.0
2715,Z8ECIVWIS1,26.0,38633.0,197880.0,695.0,63.0,4.0,23.56,12.0,0.27,High School,Self-employed,Married,Yes,No,Education,No,1.0
2718,6WEGBIJ1YD,52.0,21595.0,206262.0,749.0,16.0,3.0,11.66,24.0,0.67,High School,Unemployed,Married,No,No,Other,No,1.0
2753,SOFBZDQ037,21.0,21711.0,174472.0,367.0,0.0,4.0,14.32,48.0,0.44,Bachelor's,Self-employed,Divorced,Yes,No,Education,Yes,1.0
2765,R6JBP2Y1N3,23.0,19673.0,242149.0,791.0,99.0,4.0,6.53,48.0,0.12,Master's,Part-time,Single,No,No,Other,Yes,1.0
2773,ZGSK0UW5ZA,68.0,37397.0,57547.0,753.0,15.0,4.0,5.28,48.0,0.59,PhD,Self-employed,Single,Yes,Yes,Other,Yes,1.0
2777,NLW6FZGTMF,27.0,19677.0,243740.0,569.0,2.0,3.0,11.56,48.0,0.37,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,1.0
2780,ST29NTO76V,28.0,29536.0,207368.0,847.0,86.0,2.0,10.97,12.0,0.82,Master's,Full-time,Single,Yes,No,Home,No,1.0
2785,1EJ1QNKJBD,40.0,148014.0,213086.0,745.0,47.0,3.0,22.56,24.0,0.46,High School,Unemployed,Single,Yes,Yes,Other,No,1.0
